日期,排名,电影ID,电影名称,影片英文名称,当前票房(万),累计票房(万),累计场次,累计人次(万),天数,票房占比,当前场次,当前人次(万),人次占比,累计上映天数,场均人次,场均收入,上映日期,黄金场票房(万),黄金场场次,黄金场人次(万),黄金场排座(万),黄金场场均人次,票房环比,场次环比,人次环比,场次占比,上午场票房(万),上午场场次,上午场人次(万),下午场票房(万),下午场场次,下午场人次(万),加映场票房(万),加映场场次,加映场人次(万),上座率,黄金场票房占比,黄金场场次占比,黄金场人次占比,黄金场上座率,票房占全国比,当前排座(万),排座占比
2023-08-16,115,33172,大鱼海棠,Big Fish & Begonia,0,574983640.7,750881,17462699,1,0,2,0,0,2596,0,0,2016-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,181,0
2023-08-16,116,33350,疯狂丑小鸭,The Ugly Duckling,0,23446834.31,40534,637814,1,0,2,0,0,2509,0,0,2016-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2023-08-16,117,33640,超级幼儿园,Super Kindergarten,0,2274663.53,14821,79286,1,0,10,0,0,2420,0,0,2016-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
2023-08-16,118,39572,凯利和超级可乐,Carrie & Super Kola,0,562085.12,13360,17276,1,0,1,0,0,56,0,0,2023-06-22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0
2023-08-16,119,39569,海洋传奇,Legend of the Ocean,0,280649.07,4548,10005,1,0,1,0,0,47,0,0,2023-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102,0
2023-08-16,120,39583,扫毒3：人在天涯,The White Storm 3：Heaven or Hell,0,285094234.4,499740,6829617,1,0,1,0,0,42,0,0,2023-07-06,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-08-16,121,39599,平教之路,A Great Educator,0,97807.01,159,2147,1,0,3,0,0,60,0,0,2023-06-18,0,0,0,0,0,-100,0,-100,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,317,0
2023-08-16,122,39650,王牌二哈,Kings Husky,0,1280233.77,5708,35552,1,0,4,0,0,-2,0,0,2023-08-19,0,0,0,0,0,0,-69.23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,0
2023-08-16,123,39625,夏天的烦恼,Summer Troubles,0,49796.08,1867,1322,1,0,3,0,0,30,0,0,2023-07-18,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2023-08-16,124,39632,广东省廉洁文化建设主题展,Guangdong Province Clean Culture Construction Theme Exhibition,0,1054162.7,609,28023,1,0,1,0,0,,0,0,,0,0,0,0,0,-100,-95.45,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-08-15,1,39654,孤注一掷,No More Bets,130225542.3,2029442831,1541101,48804585,1,62.48,157595,3162408,62.59,8,20,826,2023-08-08,33466383.4,39573,808834,5843924,20,-6.06,-0.27,-5.88,42.54,16646230.41,20024,409943,58463978.6,70037,1415826,20976258.53,24056,510465,13.64,25.7,25.11,25.58,13.84,100,23176824,50.43
2023-08-15,2,39609,封神第一部：朝歌风云,Fengshen Trilogy,31590385.96,2079872671,2238518,47876769,1,15.16,63613,740128,14.65,27,12,497,2023-07-20,7632653.95,14999,178422,1801263,12,-6.1,-0.11,-5.27,17.17,4944071.19,9779,117285,13941602.25,28006,324961,4937641.49,9447,115987,9.59,24.16,23.58,24.11,9.91,100,7720401,16.8
2023-08-15,3,39646,巨齿鲨2：深渊,Meg 2: The Trench,19084541.63,686390375.1,957492,16197154,1,9.16,50594,459555,9.1,12,9,377,2023-08-04,4125296.65,10201,99059,1084778,10,-7.78,-1.7,-7.62,13.66,2720425.82,7282,65964,8346727.33,22174,200351,3790103.91,9626,91515,8.51,21.62,20.16,21.56,9.13,100,5400192,11.75
2023-08-15,4,39633,热烈,One And Only,8163557.75,837863258.9,1291925,20208840,1,3.92,26691,198626,3.93,19,7,306,2023-07-28,1432321.57,3907,34543,373761,9,-3.55,-1.3,-3.35,7.2,1295417.1,4640,31761,3852489.98,12765,93579,1505779.16,4549,36606,7.68,17.55,14.64,17.39,9.24,100,2587799,5.63
2023-08-15,5,39606,长安三万里,CHANG AN,5936516.33,1728425243,2045292,41815350,1,2.85,17241,146652,2.9,39,9,344,2023-07-08,818512.19,2043,20126,197245,10,-5.97,1.48,-5.57,4.65,1496102.55,4790,37293,3336066.33,9184,82247,254676.72,686,6164,8.56,13.79,11.85,13.72,10.2,100,1713179,3.73
2023-08-15,6,39592,八角笼中,Never Say Never,3706076.78,2182555043,2935951,53589166,1,1.78,14102,93135,1.84,41,7,263,2023-07-06,653658.51,2077,16477,194180,8,-6.21,4.76,-6.07,3.81,559380.62,2518,14135,1802873.79,6674,45220,661480.01,2415,16547,6.85,17.64,14.73,17.69,8.49,100,1358650,2.96
2023-08-15,7,39541,我经过风暴,The Woman in the Storm,2795670.07,5958114.05,15127,144182,1,1.34,7044,67570,1.34,-1,10,397,2023-08-17,2779695.27,6775,67148,704696,10,6.17,-1.85,5.3,1.9,0,0,0,0,2,0,641.67,3,18,9.57,99.43,96.18,99.38,9.53,100,706300,1.54
2023-08-15,8,39560,茶啊二中,Oh My School ！,1975532.4,358789026.4,745639,8941939,1,0.95,8389,50016,0.99,33,6,235,2023-07-14,284831.93,999,7221,94655,7,-0.25,4.6,-0.21,2.26,537563.59,2582,13666,1022206.35,3848,25768,112102.08,558,2865,6.08,14.42,11.91,14.44,7.63,100,822809,1.79
2023-08-15,9,39644,芭比,Barbie,1125480.04,243880911.6,452275,6865263,1,0.54,5546,32415,0.64,26,6,203,2023-07-21,171415.65,599,4628,55776,8,-7.35,1.69,-6.86,1.5,215285.12,1411,6418,597942.72,2811,17557,136541.6,616,3651,6.01,15.23,10.8,14.28,8.3,100,539304,1.17
2023-08-15,10,39672,忍者神龟：变种大乱斗,Teenage Mutant Ninja Turtles: Mutant Mayhem,550940.46,7510046.53,49539,228231,1,0.26,6379,17182,0.34,5,3,86,2023-08-11,58150.85,525,1804,52840,3,-14.79,-11.71,-13.97,1.72,168111.97,2411,5277,293937.64,2953,9173,23929.95,278,671,2.67,10.55,8.23,10.5,3.41,100,642640,1.4
2023-08-15,11,39576,消失的她,Lost in the stars,492066.99,3523325355,4003119,84821453,1,0.24,2773,12258,0.24,55,4,177,2023-06-22,63209.97,244,1580,20849,6,2.21,6.82,2.24,0.75,65116.16,510,1626,229354.5,1219,5695,130376.68,662,3254,4.95,12.85,8.8,12.89,7.58,100,247819,0.54
2023-08-15,12,39667,一定拿到手,You Must Get It,374149.01,374149.01,63,7456,1,0.18,63,7456,0.15,-6,118,5939,2023-08-22,18374,4,369,414,92,0,0,0,0.02,68116.69,7,1363,8850,4,149,72508.32,8,1449,45.14,4.91,6.35,4.95,89.13,100,16516,0.04
2023-08-15,13,39637,潜艇总动员：环游地球80天,Around The World In 80 Days,335706.15,6491547.67,38464,190045,1,0.16,3792,10232,0.2,4,3,89,2023-08-12,35821.2,325,1128,33419,3,-6.45,-5.95,-6.09,1.02,143952.8,1815,4348,153149.25,1529,4660,152,2,4,2.58,10.67,8.57,11.02,3.38,100,395831,0.86
2023-08-15,14,39635,碟中谍7：致命清算（上）,Mission: Impossible – Dead Reckoning Part One,290208.52,345939069.8,529684,8739032,1,0.14,917,7106,0.14,33,8,316,2023-07-14,62529.56,144,1473,13765,10,-0.07,7.63,-1.52,0.25,45671.38,202,1105,131025.69,387,3235,50714.89,175,1284,7.7,21.55,15.7,20.73,10.7,100,92243,0.2
2023-08-15,15,39555,力量密码,The Source Of Power,254218.13,10274546.45,9973,297898,1,0.12,83,6259,0.12,46,75,3063,2023-07-01,3150,3,105,319,35,27.34,93.02,32.38,0.02,67874.26,17,1501,43023.87,18,1045,15000,1,375,44.61,1.24,3.61,1.68,32.92,100,14031,0.03
2023-08-15,16,39514,北京2022,Beijing 2022,203931.51,27420698.92,40395,887532,1,0.1,82,7039,0.14,89,86,2487,2023-05-19,0,0,0,0,0,69.53,60.78,59.29,0.02,7460.01,4,264,35706.9,14,1064,3725,2,149,35.08,0,0,0,0,100,20064,0.04
2023-08-15,17,39664,完美音符,Music I Love You,154282.98,448692.07,837,9202,1,0.07,261,3113,0.06,5,12,591,2023-08-11,25428.26,19,438,2172,23,17.48,4.4,15.13,0.07,32767.93,87,567,38444.39,63,668,57562.4,46,1438,17.19,16.48,7.28,14.07,20.17,100,18107,0.04
2023-08-15,18,39406,望道,Manifesto,150658,75933371.96,135337,1796665,1,0.07,50,3845,0.08,145,77,3013,2023-03-24,960,1,32,60,32,4.99,25,6.98,0.01,1400,3,40,0,1,0,0,2,0,31.82,0.64,2,0.83,53.33,100,12083,0.03
2023-08-15,19,33085,禁锢,Imprisoned,100477.43,780227.14,7831,24442,1,0.05,1206,3204,0.06,5,3,83,2023-08-11,1070.48,31,35,3042,1,1.29,1.01,1.97,0.33,1144.53,29,36,3959.53,50,130,91820.89,1064,2906,2.52,1.07,2.57,1.09,1.15,100,127197,0.28
2023-08-15,20,39605,超级飞侠：乐迪加速,Super Wings,90556.57,69015808.35,242400,1871106,1,0.04,701,2519,0.05,39,4,129,2023-07-08,8167.87,49,219,4752,4,0.92,1.59,1.45,0.19,39894.92,358,1108,42102.78,267,1180,0,1,0,3.72,9.02,6.99,8.69,4.61,100,67760,0.15
2023-08-15,21,38531,超能一家人,Advancing of ZQ,85911.44,300182686.9,603168,7253985,1,0.04,849,2099,0.04,26,2,101,2023-07-21,9916.03,67,245,6090,4,-8.34,-2.86,-8.7,0.23,14617.95,180,356,40557.07,312,986,17886.74,154,435,3.11,11.54,7.89,11.67,4.02,100,67594,0.15
2023-08-15,22,39542,色彩中国,Balance Of The Five Elements,70924.95,2434008.21,5587,74379,1,0.03,46,2036,0.04,89,44,1542,2023-05-19,0,0,0,0,0,19.82,0,17.55,0.01,0,0,0,0,0,0,0,0,0,33.32,0,0,0,0,100,6110,0.01
2023-08-15,23,35745,玉面.琴师（上）,LOVE GOES ON IN THE AFTERLIFE  (UPPER HALF),62260,600314.12,1260,16644,1,0.03,115,1656,0.03,19,14,541,2023-07-28,0,0,0,0,0,143.36,45.57,137.25,0.03,0,0,0,0,0,0,0,0,0,33.32,0,0,0,0,100,4970,0.01
2023-08-15,24,39684,奇迹少女,Miraculous: Ladybug and Cat Noir The Movie,52795,52795,11,1380,1,0.03,11,1380,0.03,-2,125,4800,2023-08-18,4500,1,100,130,100,0,0,0,0,0,0,0,35275,7,908,0,0,0,62.44,8.52,9.09,7.25,76.92,100,2210,0
2023-08-15,25,39578,变形金刚：超能勇士崛起,Transformers: Rise of the Beasts,51242.48,655218231.4,1972249,17517007,1,0.02,268,1480,0.03,68,6,191,2023-06-09,8707.53,35,237,2705,7,-4.57,8.06,-4.76,0.07,7609.75,53,227,31194.89,153,916,3730.31,22,100,6.41,16.99,13.06,16.01,8.76,100,23080,0.05
2023-08-15,26,39624,舞者,Dancer,43815.8,1805409,683,50697,1,0.02,18,1192,0.02,33,66,2434,2023-07-14,0,0,0,0,0,-22.98,-18.18,-22.45,0,1405,1,41,0,0,0,1306.6,2,38,32.13,0,0,0,0,100,3710,0.01
2023-08-15,27,39643,雪豹和她的朋友们,snow leopards and friends,43442.92,1785991,12995,44623,1,0.02,367,1129,0.02,12,3,118,2023-08-04,4580.85,25,106,2335,4,4.18,15.77,2.17,0.1,20087.19,180,496,14769.8,101,387,1312.08,21,33,3.24,10.54,6.81,9.39,4.54,100,34871,0.08
2023-08-15,28,39657,学爸,Papa,39931,728067.86,53,8967,1,0.02,2,347,0.01,-2,174,19966,2023-08-18,0,0,0,0,0,-70.09,-89.47,-84.79,0,0,0,0,39931,1,347,0,0,0,100,0,0,0,0,100,226,0
2023-08-15,29,39656,野蛮人入侵,Barbarian Invasion,36910.79,714740.56,2558,17583,1,0.02,263,945,0.02,6,4,140,2023-08-10,13353.67,43,367,3942,9,-13.43,-0.38,-13.7,0.07,13692.36,75,303,7304.69,81,197,2260.07,42,63,4.01,36.18,16.35,38.84,9.31,100,23558,0.05
2023-08-15,30,39632,广东省廉洁文化建设主题展,Guangdong Province Clean Culture Construction Theme Exhibition,35975,1054162.7,608,28023,1,0.02,22,955,0.02,,43,1635,,0,0,0,0,0,-7.57,22.22,-7.55,0.01,0,0,0,0,0,0,0,0,0,33.63,0,0,0,0,100,2840,0.01
2023-08-15,31,36770,苍穹,the sky,34240,14569780,2666,373453,1,0.02,6,856,0.02,,143,5707,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,2568,0.01
2023-08-15,32,37863,丛林启示录,,34152.7,3182021.25,10319,78032,1,0.02,155,922,0.02,,6,220,,0,0,0,0,0,-2.58,2.65,-2.64,0.04,0,0,0,0,0,0,2190,3,63,32.18,0,0,0,0,100,2865,0.01
2023-08-15,33,39472,灌篮高手,The First Slam Dunk,22796.72,658136905.3,2046235,18139421,1,0.01,73,589,0.01,118,8,312,2023-04-20,4475.15,10,116,938,12,-40.17,7.35,-21.05,0.02,2342.89,16,71,11796.83,37,264,855.85,5,25,9.18,19.63,13.7,19.69,12.37,100,6419,0.01
2023-08-15,34,38774,我们的岁月,Go With The Times,22400,5966786.6,5713,158643,1,0.01,7,730,0.01,152,104,3200,2023-03-17,0,0,0,0,0,0,0,0,0,10800,1,360,0,0,0,0,0,0,62.29,0,0,0,0,100,1172,0
2023-08-15,35,39655,爷爷的牛背梁,The Watchmen in Qinling Mountains,15750.6,58451.91,896,1848,1,0.01,46,517,0.01,8,11,342,2023-08-08,0,2,0,221,0,358.89,-2.13,411.88,0.01,132.9,23,4,6044.7,6,194,33,5,1,9.33,0,4.35,0,0,100,5542,0.01
2023-08-15,36,39211,超级英雄美猴王：齐天儿,The First Superhero: Monkey King,14335.51,5137292.93,30921,149804,1,0.01,170,450,0.01,18,3,84,2023-07-29,1466.6,12,38,1362,3,29.73,-3.95,34.73,0.05,3677.8,59,107,8928.11,65,297,0,1,0,3.4,10.23,7.06,8.44,2.79,100,13247,0.03
2023-08-15,37,39653,觅渡,PATHFINDERS,14200,114133,40,2299,1,0.01,4,284,0.01,-12,71,3550,2023-08-28,0,0,0,0,0,0,300,0,0,0,0,0,12800,2,256,0,0,0,64.99,0,0,0,0,100,437,0
2023-08-15,38,39591,疯狂元素城,Elemental,12936.23,114210494.1,461449,3134467,1,0.01,72,338,0.01,61,5,180,2023-06-16,502.78,2,13,223,7,-26.12,-4,-26.2,0.02,5720.11,38,138,6557.86,24,183,155.48,1,4,4.86,3.89,2.78,3.85,5.83,100,6958,0.02
2023-08-15,39,39280,长空之王,Born To Fly,12313,845533979.2,2023492,20206065,1,0.01,14,296,0.01,110,21,880,2023-04-28,0,0,0,0,0,128.87,27.27,105.56,0,508,3,12,10045,6,240,0,0,0,37.8,0,0,0,0,100,783,0
2023-08-15,40,36357,超级的我,Super Me,9576,11195557.99,211102,325011,1,0,8,350,0.01,859,44,1197,2021-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,1050,0
2023-08-15,41,39568,远山花开,Blossom in The Mountains,8753,895797.51,5176,34424,1,0,9,321,0.01,68,36,973,2023-06-09,0,1,0,88,0,957.13,28.57,1788.24,0,1503,2,31,7250,6,290,0,0,0,26.91,0,11.11,0,0,100,1193,0
2023-08-15,42,39601,烈焰卫士,Flame Guardian,7600,724815.53,886,20297,1,0,13,212,0,49,16,585,2023-06-28,0,0,0,0,0,-5.77,44.44,-7.42,0,2520,4,72,4270,7,122,0,0,0,14.9,0,0,0,0,100,1423,0
2023-08-15,43,39677,念念相忘,Just For Meeting You,7500,7500,1,100,1,0,1,100,0,-6,100,7500,2023-08-22,7500,1,100,127,100,0,0,0,0,0,0,0,0,0,0,0,0,0,78.74,100,100,100,78.74,100,127,0
2023-08-15,44,39642,2023意大利莫里康内配乐电影展-深圳百丽宫影院有限公司,2023 Molycone Music Film Exhibition in Italy,7273,368206,29,4394,1,0,1,85,0,,85,7273,,0,0,0,0,0,62.42,0,60.38,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,255,0
2023-08-15,45,39561,棉花糖和云朵妈妈1宝贝芯计划,Happy Mom and Girl 1: Sweetheart On Mission,7084.39,12850304.88,86009,388463,1,0,44,248,0,46,6,161,2023-07-01,246,1,7,25,7,0.12,7.32,9.73,0.01,1770.63,25,59,1717.76,18,48,0,0,0,5.09,3.47,2.27,2.82,28,100,4875,0.01
2023-08-15,46,39691,意外人生,Everything Is Unknown,7070,7070,2,202,1,0,2,202,0,-16,101,3535,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,7070,2,202,0,0,0,49.88,0,0,0,0,100,405,0
2023-08-15,47,39556,我爱你！,Love Never Ends,5674.7,428395888,1012609,10408873,1,0,76,133,0,56,2,75,2023-06-21,393.5,4,10,187,3,5.74,2.7,3.91,0.02,1215.78,22,29,3301.32,37,75,694.1,10,17,2.33,6.93,5.26,7.52,5.35,100,5708,0.01
2023-08-15,48,39524,向日葵中队,Little Girl Like A Sunflower,5400,318359,287,14972,1,0,3,270,0.01,88,90,1800,2023-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,810,0
2023-08-15,49,39603,百变马丁：怪兽大作战,Magic Matin,4673.22,8084542.81,37362,220679,1,0,130,147,0,25,1,36,2023-07-22,846.8,10,28,973,3,-17.18,-4.41,-16.95,0.04,1503.92,60,46,2272.5,40,71,0,1,0,1.25,18.12,7.69,19.05,2.88,100,11750,0.03
2023-08-15,50,28235,孤注一掷,Sink or Swim,4395,10565,98,286,1,0,9,117,0,11519,13,488,1992-02-01,0,0,0,0,0,3562.5,200,2825,0,0,0,0,0,0,0,0,0,0,33.82,0,0,0,0,100,346,0
2023-08-15,51,39610,欢乐丛林之外星人大冒险,Hello Elien,3536.7,3756583.36,22907,119203,1,0,44,127,0,32,3,80,2023-07-15,213,3,7,149,2,-48.18,-51.65,-52.08,0.01,1384.62,18,46,1939.08,20,74,0,0,0,4.15,6.02,6.82,5.51,4.7,100,3062,0.01
2023-08-15,52,39661,萤火虫的天空,The sky of Firefly,3398,54276.8,1052,1496,1,0,98,84,0,4,1,35,2023-08-12,89.7,2,3,146,2,177.89,2.08,100,0.03,2184.86,56,50,1123.44,25,31,0,3,0,0.9,2.64,2.04,3.57,2.05,100,9361,0.02
2023-08-15,53,39530,天空之城,Laputa: Castle in the Sky,3315.5,135467432,774358,4216018,1,0,24,82,0,76,3,138,2023-06-01,0,0,0,0,0,9.08,9.09,0,0.01,713.4,5,15,2389.1,15,64,213,2,3,5.6,0,0,0,0,100,1465,0
2023-08-15,54,34031,午夜迷途,Lost in midnight,3086.7,2813923.42,38840,94823,1,0,68,105,0,61,2,45,2023-06-16,0,1,0,129,0,-32.96,-4.23,-35.98,0.02,153,3,5,0,0,0,2833.7,60,96,1.38,0,1.47,0,0,100,7603,0.02
2023-08-15,55,39520,醒来2,Awaken2,2970,3811916.37,2282,125227,1,0,1,99,0,90,99,2970,2023-05-18,2970,1,99,104,99,0,0,0,0,0,0,0,0,0,0,0,0,0,95.19,100,100,100,95.19,100,104,0
2023-08-15,56,38935,井冈星火,SPARKS OF FIRE IN JINGGANGSHAN,2964,15368524.62,7222,402444,1,0,10,78,0,110,8,296,2023-04-28,114,2,3,308,2,1850,42.86,1850,0,0,1,0,1800,2,45,0,1,0,9.79,3.85,20,3.85,0.97,100,797,0
2023-08-15,57,27291,长江,The Changjiang River,2937,99808,52,3026,1,0,1,89,0,8841,89,2937,1999-06-02,0,0,0,0,0,0,0,0,0,0,0,0,2937,1,89,0,0,0,22.36,0,0,0,0,100,398,0
2023-08-15,58,39660,第十四届两岸电影展-台湾电影展,The 14th Cross Strait Film Exhibition - Taiwan Film Exhibition,2900.6,2900.6,3,77,1,0,3,77,0,,26,967,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77,0,0,0,0,100,228,0
2023-08-15,59,39622,谁说我不靠谱,Aren't I Reliable,2870,956759,472,21478,1,0,1,82,0,49,82,2870,2023-06-28,0,0,0,0,0,9.33,-50,-21.9,0,0,0,0,2870,1,82,0,0,0,96.47,0,0,0,0,100,85,0
2023-08-15,60,39410,一山之隔,One Mountain Away,2520,1510990.6,3956,52381,1,0,1,72,0,151,72,2520,2023-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,216,0
2023-08-15,61,39649,红色裁判,PEOPLE'S REFEREE,1980,9148,25,355,1,0,1,66,0,19,66,1980,2023-07-28,0,0,0,0,0,-0.15,-66.67,0,0,1980,1,66,0,0,0,0,0,0,100,0,0,0,0,100,66,0
2023-08-15,62,39636,2023香港经典影片回顾展-中影（深圳）电影有限责任公司,2023 Hong Kong Classic Film Review Exhibition,1880,152391.6,346,3487,1,0,9,50,0,,6,209,,0,0,0,0,0,42.78,80,42.86,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,150,0
2023-08-15,63,39464,周永开,Zhou Yongkai,1750,4845638.75,5613,137253,1,0,2,50,0,117,25,875,2023-04-21,0,0,0,0,0,0,100,0,0,350,1,10,0,0,0,0,0,0,24.27,0,0,0,0,100,206,0
2023-08-15,64,39687,最遗憾是错过你,A Pity for Love,1740,3480,3,116,1,0,1,58,0,-6,58,1740,2023-08-22,0,0,0,0,0,0,-50,0,0,0,0,0,1740,1,58,0,0,0,48.33,0,0,0,0,100,120,0
2023-08-15,65,39639,我在汴京等你,I'LL WAIT FOR YOU IN BIANJING,1680,15143.4,130,492,1,0,6,56,0,19,9,280,2023-07-28,0,0,0,0,0,-1.75,50,-1.75,0,1680,1,56,0,0,0,0,0,0,96.55,0,0,0,0,100,58,0
2023-08-15,66,38742,落地生根,Rooting,1450,1091055.17,4962,34028,1,0,8,58,0,118,7,181,2023-04-20,1400,1,56,150,56,4293.94,14.29,5700,0,0,2,0,50,3,2,0,1,0,9.4,96.55,12.5,96.55,37.33,100,617,0
2023-08-15,67,39621,申纪兰,Shen Ji Lan,1300,4493356.88,10958,124140,1,0,10,35,0,49,4,130,2023-06-28,0,0,0,0,0,3321.05,0,3400,0,0,2,0,740,1,21,0,1,0,8.47,0,0,0,0,100,413,0
2023-08-15,68,39600,穿越烽火,THE FILM CREW BORN IN YAN’AN,1005,680355.3,1302,19416,1,0,5,42,0,49,8,201,2023-06-28,0,1,0,42,0,45.65,25,90.91,0,0,0,0,0,1,0,0,1,0,11.32,0,20,0,0,100,371,0
2023-08-15,69,39543,翻转的手心,TURNING THE HANDS OF FATE,800,417442.3,229,11693,1,0,1,20,0,87,20,800,2023-05-21,0,0,0,0,0,0,0,0,0,800,1,20,0,0,0,0,0,0,20.62,0,0,0,0,100,97,0
2023-08-15,70,39651,恶世之子,To Catch a Killer,719.3,175988.31,3005,5533,1,0,18,18,0,19,1,40,2023-07-28,141.8,2,3,197,2,-83.19,12.5,-75.34,0,138,2,5,292.5,4,6,117,7,3,1.35,19.71,11.11,16.67,1.52,100,1336,0
2023-08-15,71,35598,少年桑吉,Young Sangye,659.01,134627.05,335,4771,1,0,6,24,0,39,4,110,2023-07-08,121.67,1,4,91,4,-6.79,0,4.35,0,380.67,2,14,121.67,1,5,0,0,0,6.06,18.46,16.67,16.67,4.4,100,396,0
2023-08-15,72,39392,此生有约,Promise Through Lifetime,600,531185.3,459,19545,1,0,1,20,0,49,20,600,2023-06-28,600,1,20,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,90.91,100,100,100,90.91,100,22,0
2023-08-15,73,37908,萌鼠大冒险,CUTE MICE’S ADVENTURE,563,184315.71,2923,5982,1,0,16,20,0,26,1,35,2023-07-21,160,1,7,50,7,219.89,-11.11,400,0,31,4,1,372,3,12,0,0,0,2.36,28.42,6.25,35,14,100,849,0
2023-08-15,74,34441,灵魂电台,Soul Studio,484,405255.53,5455,12083,1,0,8,16,0,40,2,61,2023-07-07,0,0,0,0,0,-38.09,-11.11,-36,0,0,0,0,0,0,0,484,7,16,1.78,0,0,0,0,100,898,0
2023-08-15,75,39608,记忆,Memoria,304.6,2536587.56,16855,61000,1,0,8,7,0,55,1,38,2023-06-22,59,1,1,31,1,-63.33,-11.11,-63.16,0,94.9,2,2,150.7,3,4,0,0,0,1.19,19.37,12.5,14.29,3.23,100,587,0
2023-08-15,76,39676,雪域少年,Warrio King,196.01,38992.01,7,373,1,0,6,7,0,-3,1,33,2023-08-19,46.67,1,1,63,1,-99.49,500,-98.09,0,93.34,2,4,56,3,2,0,0,0,1.21,23.81,16.67,14.29,1.59,100,578,0
2023-08-15,77,38185,紫砂梦,,193,322,21,11,1,0,7,6,0,,1,28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,100,20,0
2023-08-15,78,38941,神兽魔王大作战,Shen Shou Mo Wang Da Zuo Zhan,119,14212.41,590,476,1,0,13,5,0,12,0,9,2023-08-04,0,1,0,120,0,-7.75,-7.14,66.67,0,0,1,0,69,6,3,0,0,0,0.39,0,7.69,0,0,100,1287,0
2023-08-15,79,39571,命中注定与你为敌,FATHER,102,86291.18,3658,2244,1,0,3,2,0,61,1,34,2023-06-16,0,0,0,0,0,0,0,0,0,0,1,0,102,2,2,0,0,0,1.1,0,0,0,0,100,181,0
2023-08-15,80,39477,长沙夜生活,Tale of the Night,100,20718701.11,111593,553138,1,0,28,3,0,110,0,4,2023-04-28,0,1,0,63,0,66.67,12,50,0.01,0,3,0,67,9,2,33,13,1,0.1,0,3.57,0,0,100,2876,0.01
2023-08-15,81,39663,飞向月球,JOURNEY TO THE MOON,50,12192,48,467,1,0,14,2,0,3,0,4,2023-08-13,0,0,0,0,0,78.57,40,100,0,0,4,0,0,4,0,0,1,0,0.22,0,0,0,0,100,929,0
2023-08-15,82,39599,平教之路,A Great Educator,48,97807.01,156,2147,1,0,3,1,0,59,0,16,2023-06-18,0,0,0,0,0,-73.33,-25,-75,0,0,2,0,48,1,1,0,0,0,0.32,0,0,0,0,100,317,0
2023-08-15,83,39084,芭比公主历险记,Barbie Princess Adventure,40,1268044.25,22281,37894,1,0,1,1,0,572,1,40,2022-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,3,0
2023-08-15,84,38266,荒野咖啡馆,Cafe by the Highway,34.5,122946.25,256,3308,1,0,3,1,0,32,0,12,2023-07-15,0,0,0,0,0,-50,200,-50,0,0,0,0,34.5,1,1,0,0,0,2.5,0,0,0,0,100,40,0
2023-08-15,85,38762,凡夫俗子,Ordinary Life,30,2911,23,113,1,0,1,1,0,8,1,30,2023-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,100,3,0
2023-08-15,86,38716,守岛人,Island Keeper,0,138264428.2,576923,3526969,1,0,3,0,0,789,0,0,2021-06-18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0
2023-08-15,87,39011,魔法精灵,Magic Elf,0,6322444.98,48140,193464,1,0,1,0,0,592,0,0,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-08-15,88,38810,探探猫人鱼公主,TAN TAN MEOW:THE MERMAID PRINCESS,0,5633324.65,40262,170388,1,0,2,0,0,684,0,0,2021-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
